Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC (USD),URL,Traffic Volume,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
3 way ceiling light,7,7,140,10,0.33,https://ledsone.co.uk/collections/three-outlet-lighting,0,0,0,1,325000000,"43,22,35,22,29,18,18,18,22,29,22,43",01/07/2026 00:13:22,"Image pack, Video, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
hook hanging light,7,7,140,6,0.46,https://ledsone.co.uk/collections/hooks-and-rings,0,0,0,1,31000000,"42,42,42,100,53,42,42,26,42,65,65,80",02/15/2026 18:17:56,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
e27 antique bulb,8,8,140,9,0.43,https://ledsone.co.uk/collections/vintage-bulbs,2,0.01,0,1,4650000,"65,53,15,34,81,81,15,15,12,21,34,65",02/19/2026 02:20:45,"Video, Image, Popular products, Related searches","informational, transactional",Organic
12 volt dc power adapter,8,8,140,12,0.35,https://ledsone.co.uk/products/240v-to-12v-power-supply-universal-adapter,1,0,0,1,15200000,"65,100,65,80,65,42,42,34,65,34,26,100",03/02/2026 03:06:20,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
ceiling light assembly,8,8,140,16,1.85,https://ledsone.co.uk/pages/pi,0,0,0,0.64,45300000,"80,66,80,66,52,66,66,33,52,100,66,66",02/12/2026 03:45:31,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches, Short videos","informational, transactional",Organic
outdoor electrical connector,8,8,110,18,0.28,https://ledsone.co.uk/products/longlife-waterproof-electrical-junction-box-cable-connector-wire-ip68-outdoor-uk,0,0,0,1,40100000,"42,33,33,52,52,66,52,42,66,42,52,52",01/23/2026 20:31:02,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches",transactional,Organic
single bulb ceiling light,8,8,90,9,0.29,https://ledsone.co.uk/products/single-ceiling-pendant-light-e27-base-hanging-chain-light,1,0,0,1,15900000,"41,100,52,52,41,52,11,41,41,41,64,82",02/17/2026 03:07:40,"Image pack, Video, Popular products, Related searches, AI overview","informational, transactional",Organic
antique lamp shade,8,8,90,6,0.25,https://ledsone.co.uk/collections/lampshades,1,0,0,1,17100000,"33,66,66,23,19,19,19,66,42,52,100,42",02/05/2026 07:58:26,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
anti mold shower curtain,8,8,210,20,0.36,https://ledsone.co.uk/products/fabric-solid-color-shower-curtain-for-bathtub-shower-5288,0,0,0,1,1520000,"82,82,82,66,53,43,53,23,35,43,35,53",02/19/2026 09:37:29,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
light bulb socket fixture,8,8,90,13,0.34,https://ledsone.co.uk/products/vintage-industrial-lamp-light-bulb-copper-holder-e27-light-socket,0,0,0,1,9350000,"64,100,64,64,35,35,35,50,50,50,64,50",01/18/2026 18:24:21,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
rustic wall lamp,8,8,170,6,0.47,https://ledsone.co.uk/products/rustic-wall-lights,3,0.02,1,1,231,"54,35,6,6,81,81,10,10,14,10,18,43",03/04/2026 02:26:19,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
adapter for led,8,8,110,7,0.22,https://ledsone.co.uk/collections/power-adapters,0,0,0,1,157000000,"64,64,82,41,52,52,52,41,64,100,100,82",01/27/2026 00:44:24,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
bayonet bulb types,8,8,110,9,0.21,https://ledsone.co.uk/blogs/new/b22-bayonet-bulbs-explained-your-essential-led-buying-guide,0,0,0,1,881000,"52,52,52,52,33,42,42,52,42,52,100,100",02/02/2026 21:25:13,"Image pack, Video, People also ask, Popular products, Related searches, Discussions and forums",informational,Organic
non slippery slippers,8,8,210,11,0.5,https://ledsone.co.uk/products/home-slippers-men-women-non-slip-bathing-shower-sandals-5256,1,0,0,1,33700000,"66,35,18,8,28,35,23,11,23,66,54,66",01/17/2026 06:38:19,"Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
lamp with vintage bulb,8,8,1000,6,0.48,https://ledsone.co.uk/products/wooden-base-table-lamp-vintage-filament-light-bulb-bedside-plug-in-retro-light,13,0.1,6,1,17100000,"62,100,62,81,62,62,62,10,55,100,100,81",02/12/2026 02:59:10,"Image pack, Video, Image, Related searches, Discussions and forums",informational,Organic
kitchen lighting for small kitchens,8,8,110,19,0.3,https://ledsone.co.uk/blogs/new/small-kitchen-ideas-for-2025,0,0,0,1,35200000,"66,52,52,80,52,66,66,66,52,52,42,33",01/06/2026 16:36:22,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,Organic
synthetic grass tiles,8,8,140,7,0.7,https://ledsone.co.uk/products/artificial-grass-tiles,0,0,0,1,3800000,"12,23,35,12,100,82,53,17,28,28,23,17",02/28/2026 08:18:17,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
kitchen lighting for small kitchen,8,8,90,18,0.3,https://ledsone.co.uk/blogs/new/small-kitchen-ideas-for-2025,0,0,0,1,240000000,"64,64,11,82,17,100,11,23,23,64,82,64",01/17/2026 08:57:08,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
retro lighting uk,8,8,170,14,0.4,https://ledsone.co.uk/collections/vintage-lighting,4,0.03,1,1,23200000,"22,35,22,22,22,35,18,35,29,100,22,35",02/11/2026 20:42:23,"Knowledge panel, Video, Popular products, Related searches",informational,Organic
e27 fitting bulb,8,8,90,,0.4,https://ledsone.co.uk/collections/e27-base-bulb,1,0,0,1,4140000,"52,42,52,42,42,33,42,42,33,52,42,23",01/04/2026 02:20:10,"Video, Video Carousel, Popular products, Related searches","informational, transactional",Organic
crystal shades for lamps,8,8,260,9,0.26,https://ledsone.co.uk/products/crystal-glass-drum-shape-lamp-shades-for-ceiling,1,0,0,1,27800000,"66,44,81,28,23,66,54,35,11,28,54,54",01/03/2026 06:41:05,"Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview",informational,Organic
lamp shades mid century,8,8,210,7,0.39,https://ledsone.co.uk/collections/lampshades,4,0.03,1,1,9930000,"35,35,18,8,44,44,35,11,28,54,54,54",02/14/2026 01:02:28,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
wall light ideas living room,8,8,170,7,0.29,https://ledsone.co.uk/blogs/new/wall-lighting-ideas-living-room,0,0,0,1,225000000,"43,35,53,5,2,100,17,35,66,23,66,66",01/04/2026 03:35:15,"Image pack, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
retro light bulbs bayonet,8,8,110,5,0.38,https://ledsone.co.uk/products/vintage-led-g80-classic-filament-b22-4w-light-bulb,1,0,0,1,169000,"64,82,52,52,82,64,52,41,0,64,100,82",01/16/2026 09:16:07,"Image pack, Video, Popular products, Related searches",commercial,Organic
lamp bulb fitting,8,8,210,15,0.2,https://ledsone.co.uk/collections/holder,0,0,0,1,14600000,"32,17,11,32,21,11,26,26,21,17,21,26",02/21/2026 03:06:41,"Image pack, Video, People also ask, Popular products, Related searches, Discussions and forums",informational,Organic
whiteboard for bedroom,8,8,90,21,0.34,https://ledsone.co.uk/collections/white-board,0,0,0,1,14400000,"50,100,78,78,50,78,14,50,50,64,78,50",01/15/2026 01:07:13,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
bayonet decorative light bulbs,8,8,110,15,0.34,https://ledsone.co.uk/collections/led-bulbs,0,0,0,1,271000,"78,78,100,78,78,64,78,50,21,78,100,100",01/12/2026 15:54:23,"Image pack, People also ask, Popular products, Related searches","informational, transactional",Organic
ac ac transformer 12v,8,8,90,12,0.43,https://ledsone.co.uk/collections/dc-12v-transformer,0,0,0,0.98,11700000,"42,26,34,34,26,34,34,26,26,34,34,42",01/24/2026 23:21:07,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
bulbs screw in,8,8,390,21,0.27,https://ledsone.co.uk/collections/e27-base-bulb,3,0.02,0,1,40000000,"1,0,0,0,0,0,0,0,45,62,100,81",02/18/2026 18:16:15,"Image pack, Video, People also ask, Popular products, Related searches","commercial, informational",Organic
vintage led globes,8,8,260,5,0.44,https://ledsone.co.uk/collections/vintage-bulbs,6,0.04,2,1,22500000,"54,54,15,19,36,44,29,9,19,54,44,44",03/04/2026 10:59:54,"Video, Image, Popular products, Related searches","commercial, informational",Organic
ip68 connection box,8,8,170,5,0.54,https://ledsone.co.uk/products/ip68-underground-waterproof-junction-box-cable-protection-connectors-ip66-5598,2,0.01,1,1,5530000,"34,21,15,12,100,100,100,9,43,53,53,21",02/28/2026 10:14:55,"Image pack, Video, Video Carousel, Popular products, Related searches","informational, transactional",Organic
battery clock wall,8,8,90,19,0.21,https://ledsone.co.uk/products/battery-operated-without-ticking-noises-clock-wall-clock,0,0,0,1,60100000,"64,78,64,64,100,100,78,21,78,0,0,100",01/12/2026 10:08:50,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
light bulb holder,8,8,720,14,0.3,https://ledsone.co.uk/collections/holder,3,0.02,0,1,46400000,"67,67,55,67,36,45,55,45,55,45,76,55",01/03/2026 12:09:59,"Image pack, Video, People also ask, Popular products, Related searches","commercial, informational",Organic
metal ceiling lamp shades,8,8,110,11,0.23,https://ledsone.co.uk/collections/lampshades/metal-pendant-light,2,0.01,0,1,22600000,"29,14,18,29,18,22,14,4,22,35,29,43",01/06/2026 12:43:42,"Image, Popular products, Related searches",informational,Organic
vintage glass lampshades,8,8,110,6,0.15,https://ledsone.co.uk/collections/lampshades,0,0,0,1,1940000,"41,64,64,64,52,52,64,64,100,52,52,100",01/23/2026 04:44:57,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
filament light bulbs,8,8,590,14,0.46,https://ledsone.co.uk/collections/led-bulbs,2,0.01,0,1,7540000,"25,31,25,31,25,31,25,31,31,31,37,52",01/31/2026 23:36:03,"Image pack, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
chandelier light bulbs,8,8,170,7,0.39,https://ledsone.co.uk/products/12w-led-candle-bulb-filament-bend-tip-cool-white-warm-white-e14-base-candelabra-bulb-5036,1,0,0,1,8000000,"65,43,43,43,43,9,43,53,53,43,81,81",01/26/2026 22:00:29,"Image pack, Video, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
holder for lamp shade,8,8,170,16,0.27,https://ledsone.co.uk/products/screw-e27-plain-holder-white-with-ring-bakelite-lamp-holder,1,0,0,1,17100000,"65,65,34,15,53,0,43,21,43,81,65,81",02/27/2026 04:19:43,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
3 core cable color code,8,8,90,18,0,https://ledsone.co.uk/blogs/new/understanding-3-core-electrical-cables-types-uses-and-color-codes,0,0,0,0.61,109000000,"100,78,78,78,78,64,50,14,50,64,50,50",02/11/2026 05:23:39,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
adapter 12vac,8,0,110,19,0.37,https://ledsone.co.uk/products/ac-dc-12v-12w-power-supply-adapter-charger-transformer-for-3528-5050-led-strip,1,0,0,1,226,"80,52,33,52,33,52,33,42,52,100,80,0",03/05/2026 18:06:17,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
industrial lampshade,8,8,110,10,0.4,https://ledsone.co.uk/collections/wire-cage,2,0.01,0,1,12800000,"42,53,53,34,42,34,7,42,42,42,53,42",01/27/2026 19:52:19,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
70s lampshade,8,8,90,,0.37,https://ledsone.co.uk/collections/lampshades,1,0,0,1,2390000,"64,64,100,64,64,64,35,50,78,78,78,100",01/13/2026 03:50:03,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
es27 bulb,8,8,110,22,0.4,https://ledsone.co.uk/collections/e27-base-bulb,0,0,0,1,1070000,"15,10,23,15,19,7,1,19,7,5,4,15",01/05/2026 10:09:13,"Video, People also ask, Popular products, Related searches","commercial, informational",Organic
retro bayonet light bulbs,8,8,90,4,0.38,https://ledsone.co.uk/collections/led-bulbs,1,0,0,1,156000,"64,82,52,52,82,64,52,41,0,64,82,82",01/28/2026 11:36:55,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
restaurant lights,8,8,140,9,0.95,https://ledsone.co.uk/collections/cafe-restaurants,0,0,0,0.99,312000000,"14,18,22,22,35,54,18,35,29,29,43,22",01/25/2026 17:15:40,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
dc5v,8,8,260,25,0.26,https://ledsone.co.uk/collections/dc-5v-transformer,1,0,0,1,9370000,"29,14,43,81,66,54,43,66,100,35,100,43",02/03/2026 07:07:02,"Image pack, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
e 27 light bulb,8,8,140,20,0.35,https://ledsone.co.uk/collections/e27-base-bulb,0,0,0,1,105000000,"11,15,1,66,1,54,1,1,15,3,6,100",01/22/2026 07:15:25,"Video, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
ceiling light hook,8,8,590,9,0.34,https://ledsone.co.uk/collections/hooks-and-rings,4,0.03,1,1,59200000,"72,59,59,48,48,39,48,59,59,59,72,100",01/24/2026 22:52:25,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
dc power adapter,8,8,210,20,0.37,https://ledsone.co.uk/products/12v-10a-power-supply-adapter-transformer,1,0,0,1,72700000,"65,80,65,65,65,53,80,100,100,80,100,100",02/24/2026 04:19:25,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
led light plug,8,8,260,7,0.29,https://ledsone.co.uk/collections/power-adapters,0,0,0,1,302000000,"23,19,12,12,19,54,15,81,19,44,36,54",01/17/2026 05:24:21,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
best wall clocks,8,8,140,12,0.32,https://ledsone.co.uk/nl/blogs/new/collections-large-wall-clocks,0,0,0,1,73800000,"42,42,26,26,34,26,42,53,53,53,100,100",02/02/2026 15:44:22,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
bayonet fitting light bulbs,8,8,880,19,0.33,https://ledsone.co.uk/blogs/new/b22-bayonet-bulbs-explained-your-essential-led-buying-guide,6,0.04,1,1,1030000,"36,20,36,36,36,16,24,5,13,8,27,16",02/25/2026 18:57:23,"Video, People also ask, Popular products, Related searches",commercial,Organic
light trends,8,0,110,18,14.2,https://ledsone.co.uk/blogs/new/lighting-trends-2026-styles-and-ideas-for-your-home,2,0.01,28,1,582000000,"21,34,34,21,43,53,43,100,43,3,6,53",03/05/2026 15:57:27,"Image pack, Video, Image, Video Carousel, Popular products, Related searches","commercial, informational",Organic
restaurant pendant lighting fixtures,8,8,110,4,0.8,https://ledsone.co.uk/collections/cafe-restaurants,2,0.01,1,1,6870000,"29,64,64,100,82,64,41,52,41,100,64,41",01/23/2026 21:52:26,"Image pack, Video, Popular products, Related searches, AI overview","commercial, informational",Organic
wall mount for lights,8,8,590,8,0.42,https://ledsone.co.uk/products/wall-lamp-holder-kit-e27-base-bulb-holder-light-fitting,7,0.05,2,1,102000000,"0,1,100,81,81,81,81,0,0,0,0,0",01/31/2026 07:14:04,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
vintage lamps and shades,8,8,1600,14,0.25,https://ledsone.co.uk/collections/lampshades,30,0.24,7,1,16500000,"79,100,79,79,66,66,66,8,54,66,66,54",02/03/2026 06:43:37,"Image pack, Image, Popular products, Related searches","commercial, informational",Organic
vintage incandescent light bulbs,8,8,210,10,0.48,https://ledsone.co.uk/collections/vintage-bulbs,1,0,0,1,3000000,"44,29,3,4,81,81,2,5,4,15,23,4",02/18/2026 19:28:37,"Video, People also ask, Popular products, Related searches","informational, transactional",Organic
turkish ceiling lamps,8,8,170,7,0.3,https://ledsone.co.uk/products/turkish-mosaic-tiles-glass-pendant-light-fixture-globe-shape-4910,1,0,0,1,3780000,"53,65,28,43,28,43,43,53,100,53,65,53",02/27/2026 18:49:55,"Knowledge panel, Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
